source, target, st_distance, weight, users
1, 118, 1192.16670222685, 1, 1
1, 86, 5571.29734901738, 1, 1
66, 18, 292.555374420425, 15, 13
66, 151, 2204.77516327966, 1, 1
66, 78, 7801.31961021057, 1, 1
66, 33, 6599.22596723628, 2, 1
66, 86, 15054.5240138699, 1, 1
66, 42, 9275.15433851076, 1, 1
73, 95, 7474.69813086372, 1, 1
73, 87, 3507.52443040236, 1, 1
73, 91, 9361.12062640593, 1, 1
73, 8, 2147.39970188261, 2, 2
73, 88, 8222.06846818585, 1, 1
73, 122, 4006.84309035415, 1, 1
73, 128, 3888.44209607846, 4, 4
73, 47, 8728.41865692059, 1, 1
73, 0, 2186.22021979335, 1, 1
73, 32, 3907.59710967694, 1, 1
73, 3, 4573.24410216525, 1, 1
73, 96, 5178.29277141818, 1, 1
73, 20, 3130.13342005069, 1, 1
73, 98, 3974.84611139829, 3, 3
42, 81, 2909.44725788525, 1, 1
42, 65, 3140.88057604586, 1, 1
42, 149, 7773.32830654771, 1, 1
42, 5, 1611.0947630216, 1, 1
42, 128, 2857.74928071877, 1, 1
42, 110, 3235.2010073707, 1, 1
42, 118, 3001.31387959506, 1, 1
42, 125, 1696.85057355429, 1, 1
42, 0, 1485.11297856412, 1, 1
42, 86, 5975.92531016553, 1, 1
42, 3, 2544.38428672362, 1, 1
42, 142, 7558.55381231354, 1, 1
42, 50, 7275.7258707951, 1, 1
42, 130, 1729.08884324495, 1, 1
42, 55, 1455.45392169951, 1, 1
114, 102, 81.2897228615878, 14, 13
114, 149, 898.427903048458, 1, 1
114, 5, 5854.23023273869, 1, 1
114, 49, 268.093640905011, 8, 8
79, 120, 386.373277007009, 1, 1
79, 107, 3166.32634321241, 3, 1
79, 98, 1426.13196689772, 1, 1
107, 65, 3771.18208964845, 1, 1
107, 87, 3245.52856102992, 1, 1
107, 22, 3428.7406383979, 2, 2
107, 122, 3229.21168462357, 1, 1
107, 128, 2223.38399065506, 1, 1
107, 106, 3070.3903837844, 1, 1
107, 110, 3870.17336836743, 1, 1
107, 118, 2898.95420475828, 1, 1
107, 125, 2737.47119617986, 1, 1
107, 32, 3182.61204928854, 1, 1
107, 147, 2836.78907657976, 1, 1
107, 3, 940.464435065526, 2, 2
107, 96, 353.832339170098, 7, 6
107, 79, 3166.32634321241, 1, 1
107, 20, 2340.61002507103, 1, 1
107, 92, 2844.03432918373, 1, 1
107, 98, 2163.02914159918, 1, 1
20, 12, 1950.80702533858, 2, 2
20, 28, 3383.92814135016, 1, 1
20, 122, 1487.76861494595, 1, 1
20, 106, 1437.85965065252, 1, 1
20, 46, 3241.83911868003, 1, 1
20, 32, 1388.03019588482, 1, 1
20, 43, 1254.79731804161, 1, 1
20, 3, 1602.50362240975, 1, 1
20, 130, 980.703685035318, 1, 1
20, 42, 1038.30896936313, 2, 2
55, 18, 9630.19782321555, 2, 1
55, 78, 2503.80281234846, 1, 1
55, 0, 155.95701346885, 4, 4
55, 86, 6144.3184899041, 1, 1
55, 92, 80.1029180118033, 5, 5
19, 95, 1000.11314120568, 2, 2
19, 57, 2916.31482108588, 1, 1
19, 70, 151.132572761601, 21, 15
19, 129, 1660.6643689538, 2, 2
19, 74, 137.024657083959, 17, 15
19, 58, 3740.7457505068, 1, 1
19, 150, 420.056789177319, 4, 4
19, 27, 627.085764181222, 6, 6
19, 88, 587.520830138754, 8, 8
19, 59, 164.618675238038, 30, 27
19, 47, 1853.51033270061, 1, 1
19, 113, 556.299442952144, 9, 9
19, 111, 312.110476271485, 7, 6
19, 0, 9430.11556831942, 1, 1
19, 33, 1926.16226246635, 2, 2
19, 112, 5168.04401037069, 1, 1
19, 148, 1502.88097060143, 1, 1
19, 137, 431.404343208873, 5, 5
19, 43, 7300.25897952784, 1, 1
19, 135, 340.486052901932, 2, 2
19, 142, 550.423512075671, 6, 6
19, 50, 837.680905225731, 1, 1
92, 18, 9697.00261420075, 2, 1
92, 95, 8705.05172239271, 1, 1
92, 81, 1466.99374626956, 1, 1
92, 87, 3063.95994841177, 1, 1
92, 5, 2843.40112239435, 2, 2
92, 0, 198.327621842733, 4, 4
92, 86, 6124.56844460768, 1, 1
92, 43, 3230.78402016694, 1, 1
92, 130, 2951.60797459713, 1, 1
92, 104, 3112.6205206889, 1, 1
92, 55, 80.1029180118033, 4, 4
98, 81, 513.54323573662, 1, 1
98, 65, 1693.91073380227, 1, 1
98, 87, 4045.09777154756, 2, 2
98, 22, 3278.88826729405, 3, 3
98, 5, 3706.30135731181, 1, 1
98, 128, 94.5901234253837, 12, 12
98, 16, 4398.94422132213, 1, 1
98, 59, 10974.5035780145, 1, 1
98, 110, 1780.89642195371, 1, 1
98, 118, 758.718293951944, 1, 1
98, 0, 1805.23339219601, 1, 1
98, 112, 8084.61030936321, 1, 1
98, 115, 2044.79915418987, 1, 1
98, 96, 2067.96194525054, 2, 1
98, 104, 2022.00463680784, 1, 1
98, 73, 3974.84611139829, 1, 1
98, 42, 2911.72125816962, 3, 3
98, 92, 1629.03694064811, 1, 1
